"","Timestamp","Age","Gender","Role in clinic","Years of Experience","Clinic Location","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_9","Knowledge_10","Challenge_1","Challenge_2","Challenge_3","Challenge_4","Challenge_5","Challenge_6","Opportunity_1","Opportunity_2","Opportunity_3","Opportunity_4","Opportunity_5","Would you support integrating tele-eye care?","Training Needs","Policy Suggestions"
"43","2025-06-16 11:15:10","51 - 60 yrs","Female","Optometrist","2-5","South-West","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"44","2025-07-10 19:20:50","31 - 40 yrs","Male","Technical Staff","<1","North-West","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"45","2025-07-26 13:41:03","31 - 40 yrs","Male","Intern Optometrist","<1","South-West","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Significant Challenge","Major Challenge","Significant Challenge","Slight Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"46","2025-06-13 14:57:24","31 - 40 yrs","Female","Optometrist","2-5","South-South","Disagree","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"47","2025-06-18 20:22:16","31 - 40 yrs","Female","Optometrist","2-5","North-West","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"48","2025-06-16 06:03:32","21 - 30 yrs","Male","Technical Staff","<1","South-West","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"49","2025-06-02 09:40:34","51 - 60 yrs","Female","Intern Optometrist","<1","South-West","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software","NHIS reimbursement for tele-eye services"
"50","2025-07-27 17:58:39","31 - 40 yrs","Female","Technical Staff","1-2","South-South","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Disagree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"51","2025-07-01 14:16:16","31 - 40 yrs","Male","Optometrist","2-5","South-South","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies"
"52","2025-06-22 15:02:41","31 - 40 yrs","Male","Optometrist","2-5","North-Central","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, Inclusion of tele-eye care in optometry curriculum"
"53","2025-08-06 10:59:43","31 - 40 yrs","Female","Technical Staff","<1","South-South","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Major Challenge","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","No","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"54","2025-07-24 07:50:49","31 - 40 yrs","Male","Optometrist","2-5","South-South","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Neutral","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"55","2025-05-21 19:12:11","31 - 40 yrs","Female","Optometrist","2-5","South-South","Neutral","Neutral","Agree","Neutral","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Significant Challenge","Major Challenge","Moderate Challenge","Slight Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"56","2025-07-02 11:03:38","21 - 30 yrs","Male","Optometrist","5-10","South-South","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Strongly Agree","Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"57","2025-07-17 09:33:08","31 - 40 yrs","Male","Optometrist","5-10","South-South","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Legal/ethical issues","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"58","2025-08-09 17:53:20","21 - 30 yrs","Male","Technical Staff","<1","South-South","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"59","2025-06-27 12:53:14","21 - 30 yrs","Male","Technical Staff","<1","North-West","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Major Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","National tele-eye care regulatory framework"
"60","2025-07-12 07:53:53","31 - 40 yrs","Male","Intern Optometrist","<1","South-South","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Strongly Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"61","2025-06-26 12:25:44","41 - 50 Yrs","Female","Optometrist","2-5","South-East","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"62","2025-06-24 14:33:52","31 - 40 yrs","Female","Optometrist","2-5","South-East","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services"
"63","2025-07-27 12:55:31","31 - 40 yrs","Male","Intern Optometrist","<1","South-West","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding"
"64","2025-05-27 13:56:37","41 - 50 Yrs","Female","Intern Optometrist","<1","South-West","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"65","2025-06-28 16:31:50","51 - 60 yrs","Female","Technical Staff","1-2","South-South","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"66","2025-05-21 12:24:53","21 - 30 yrs","Female","Optometrist","5-10","South-East","Agree","Disagree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"67","2025-06-28 06:34:54","31 - 40 yrs","Male","Optometrist","2-5","South-South","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"68","2025-08-05 18:14:28","31 - 40 yrs","Female","Intern Optometrist","<1","North-East","Agree","Disagree","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Slight Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"69","2025-08-14 11:46:51","31 - 40 yrs","Male","Intern Optometrist","<1","South-West","Neutral","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Neutral","Disagree","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services"
"70","2025-07-09 11:01:59","21 - 30 yrs","Male","Intern Optometrist","<1","South-South","Agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"71","2025-06-27 10:38:11","21 - 30 yrs","Female","Optometrist","5-10","North-East","Neutral","Strongly Agree","Neutral","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"72","2025-05-21 10:05:13","41 - 50 Yrs","Female","Technical Staff","<1","South-South","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Significant Challenge","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","No","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"73","2025-07-18 07:21:07","31 - 40 yrs","Male","Intern Optometrist","<1","South-South","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Major Challenge","Significant Challenge","Significant Challenge","Slight Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"74","2025-08-15 07:02:50","21 - 30 yrs","Female","Optometrist",">10","North-Central","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Moderate Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Inclusion of tele-eye care in optometry curriculum"
"75","2025-06-09 08:11:27","41 - 50 Yrs","Male","Intern Optometrist","<1","South-South","Disagree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software","NHIS reimbursement for tele-eye services"
"76","2025-05-22 06:11:07","21 - 30 yrs","Male","Intern Optometrist","<1","South-South","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Significant Challenge","Moderate Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","No","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"77","2025-08-14 20:14:57","51 - 60 yrs","Male","Technical Staff","1-2","South-East","Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"78","2025-08-13 16:47:13","31 - 40 yrs","Female","Intern Optometrist","<1","North-East","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Moderate Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"79","2025-06-21 08:19:55","21 - 30 yrs","Male","Optometrist","2-5","North-West","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Strongly Agree","Agree","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"80","2025-06-22 18:15:36","21 - 30 yrs","Male","Optometrist","2-5","South-South","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Major Challenge","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Agree","Yes","Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"81","2025-07-06 12:14:23","51 - 60 yrs","Female","Optometrist","5-10","South-South","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Major Challenge","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","NHIS reimbursement for tele-eye services, Cybersecurity/legal compliance policies"
"82","2025-07-23 13:15:54","31 - 40 yrs","Male","Optometrist","5-10","North-West","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Strongly Agree","Major Challenge","Moderate Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"83","2025-05-24 17:19:21","21 - 30 yrs","Male","Student Doctor","0","South-East","Agree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"84","2025-08-02 09:57:55","21 - 30 yrs","Male","Intern Optometrist","<1","North-West","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Major Challenge","Significant Challenge","Significant Challenge","Slight Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies"
"85","2025-06-10 16:50:20","31 - 40 yrs","Female","Technical Staff","<1","South-West","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Moderate Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"86","2025-05-25 17:15:21","21 - 30 yrs","Female","Intern Optometrist","<1","South-East","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Significant Challenge","Major Challenge","Significant Challenge","Slight Challenge","Moderate Challenge","Moderate Challenge","Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"87","2025-07-25 18:22:27","41 - 50 Yrs","Female","Intern Optometrist","<1","South-South","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Significant Challenge","Significant Challenge","Major Challenge","Slight Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"88","2025-07-23 10:51:30","31 - 40 yrs","Male","Intern Optometrist","<1","South-South","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","Disagree","Agree","Agree","Moderate Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"89","2025-07-20 11:26:50","51 - 60 yrs","Female","Optometrist","2-5","North-West","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"90","2025-07-25 07:45:00","51 - 60 yrs","Male","Intern Optometrist","<1","North-Central","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Significant Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Cybersecurity/legal compliance policies"
"91","2025-07-29 18:39:17","31 - 40 yrs","Female","Optometrist","2-5","South-South","Disagree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"92","2025-07-01 15:06:20","31 - 40 yrs","Female","Optometrist","2-5","South-West","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
