ID,Make,Year,Condition,Mileage,Engine.Size,Fuel,Transmission,Price,Build,Selling.Rate,,,
1063,Ford,2012,3,88139,2000,Petrol,Automatic,3675000,Not SUV,120.3310015,,,
1065,Land Rover,2008,3,78565,4400,Petrol,Automatic,2415000,SUV,106.9462997,,,
1066,Toyota,2009,2,167190,1800,Petrol,Automatic,4160000,Not SUV,129.3582081,,,
1067,Toyota,2016,2,218050,1800,Petrol,Automatic,6760000,Not SUV,169.7856929,,,
1068,Lexus,2008,2,155665,3500,Petrol,Automatic,3570000,SUV,106.9462997,,,
1069,Hyundai,2011,2,189814,2000,Petrol,Automatic,3255000,Not SUV,141.9929683,,,
1070,Lexus,2004,3,220223,3300,Petrol,Automatic,2600000,Not SUV,112.8321389,,,
1071,Lexus,2005,2,101051,3300,Petrol,Automatic,2520000,Not SUV,107.9017948,,,
1072,Ford,2003,3,426254,4000,Petrol,Automatic,2047500,Not SUV,120.8084383,,,
1073,Toyota,2008,3,307470,2400,Petrol,Automatic,2835000,SUV,106.9462997,,,
1075,Lexus,2014,2,187603,3300,Petrol,Automatic,9240000,Not SUV,122.1199565,,,
1076,Ford,2007,3,115975,3500,Petrol,Automatic,2200000,SUV,108.2238082,,,
1078,Hyundai,2011,2,115527,2400,Petrol,Automatic,3675000,Not SUV,141.9929683,,,
1079,Hyundai,2017,3,66012,1600,Petrol,Automatic,6825000,Not SUV,192.3100693,,,
1080,Mercedes-Benz,2013,3,239707,4500,Petrol,Automatic,18720000,Not SUV,120.7825672,,,
1081,Toyota,2009,3,172537,3500,Petrol,Automatic,4725000,SUV,129.3582081,,,
1082,Ford,2012,3,130722,3500,Petrol,CVT,2835000,SUV,120.3310015,,,
1083,Toyota,2010,3,108350,2400,Petrol,Automatic,3712500,Not SUV,130.380255,,,
1086,Lexus,2010,2,279373,3500,Petrol,Automatic,9880000,SUV,130.380255,,,
1087,Hyundai,2013,2,139775,2000,Petrol,Automatic,8112000,SUV,120.7825672,,,
1088,Toyota,2019,2,16170,1800,Hybrid,CVT,14175000,Not SUV,187.8622677,,,
1089,Mercedes-Benz,2007,3,210226,4500,Petrol,Automatic,4249440,SUV,108.2238082,,,
1092,Mercedes-Benz,2007,2,192028,3500,Petrol,Automatic,6448000,SUV,108.2238082,,,
1093,Lexus,2004,3,179555,3400,Petrol,Automatic,3640000,SUV,112.8321389,,,
1094,Toyota,2011,2,147685,1800,Petrol,Automatic,4472000,Not SUV,141.9929683,,,
1095,Hyundai,2012,3,259708,2000,Petrol,Automatic,3640000,Not SUV,120.3310015,,,
1096,Jeep,2011,2,119865,3700,Petrol,Automatic,5775000,SUV,141.9929683,,,
1098,Hyundai,2018,2,159401,2400,Petrol,Automatic,13125000,Not SUV,193.8541808,,,
1099,Hyundai,2011,2,229956,2400,Petrol,Automatic,3360000,Not SUV,141.9929683,,,
1100,Toyota,2004,3,158023,4700,Petrol,Automatic,1837500,Not SUV,112.8321389,,,
1101,Acura,2005,2,288147,3500,Petrol,Automatic,2310000,SUV,107.9017948,,,
1102,Lexus,2004,3,78851,3600,Petrol,Automatic,3848000,SUV,112.8321389,,,
1104,Porsche,2017,3,68343,3600,Petrol,Automatic,18900000,SUV,192.3100693,,,
1105,Lexus,2003,3,299647,4700,Petrol,Automatic,3675000,SUV,120.8084383,,,
1106,Hyundai,2012,2,129479,2000,Petrol,Automatic,4168000,Not SUV,120.3310015,,,
1107,Lexus,2010,3,108096,5700,Petrol,Automatic,15750000,SUV,130.380255,,,
1108,Toyota,2011,2,95491,1800,Petrol,Automatic,4680000,Not SUV,141.9929683,,,
1109,Toyota,2010,2,185585,1800,Petrol,Automatic,3675000,Not SUV,130.380255,,,
1110,Lexus,2004,3,78851,3600,Petrol,Automatic,3848000,SUV,112.8321389,,,
1111,Toyota,2006,2,82216,3000,Petrol,Automatic,3224000,Not SUV,105.8547276,,,
1112,Hyundai,2011,2,262343,2400,Petrol,Automatic,3675000,Not SUV,141.9929683,,,
1114,Hyundai,2013,2,139775,2000,Petrol,Automatic,8112000,SUV,120.7825672,,,
1115,Hyundai,2016,2,194783,2400,Petrol,Automatic,5250000,Not SUV,169.7856929,,,
1116,Toyota,2008,3,56479,3500,Petrol,Automatic,5400000,SUV,106.9462997,,,
1118,Toyota,2019,2,16170,1800,Hybrid,CVT,14175000,Not SUV,187.8622677,,,
1120,Toyota,2006,2,136201,2500,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
1121,Lexus,2003,3,252622,3500,Petrol,Automatic,2600000,SUV,120.8084383,,,
1122,Pontiac,2007,2,322537,3400,Petrol,Automatic,2205000,SUV,108.2238082,,,
1123,Ford,2008,2,298967,5400,Petrol,Automatic,2625000,Not SUV,106.9462997,,,
1124,Toyota,2013,2,79207,2400,Petrol,Automatic,4960000,Not SUV,120.7825672,,,
1127,Lexus,2003,3,252622,3500,Petrol,Automatic,2600000,SUV,120.8084383,,,
1128,Toyota,2017,2,101103,1800,Petrol,Automatic,7350000,Not SUV,192.3100693,,,
1129,Toyota,2006,2,136201,2500,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
1130,Toyota,2012,2,78080,2800,Petrol,Automatic,4200000,Not SUV,120.3310015,,,
1131,Toyota,2006,3,206432,3300,Petrol,Automatic,2860000,SUV,105.8547276,,,
1132,Ford,2007,3,127500,4000,Petrol,Automatic,2205000,SUV,108.2238082,,,
1133,Toyota,2013,2,74142,1800,Petrol,Automatic,4095000,Not SUV,120.7825672,,,
1134,Hyundai,2016,2,194783,2400,Petrol,Automatic,5250000,Not SUV,169.7856929,,,
1135,Toyota,2003,3,199651,4000,Petrol,Automatic,2912000,SUV,120.8084383,,,
1136,Toyota,2010,3,87786,2400,Petrol,Automatic,3150000,Not SUV,130.380255,,,
1137,Toyota,2004,3,345811,3300,Petrol,Automatic,2496000,Not SUV,112.8321389,,,
1138,Ford,2008,2,298967,5400,Petrol,Automatic,2625000,Not SUV,106.9462997,,,
1140,Toyota,2013,2,74142,1800,Petrol,Automatic,4095000,Not SUV,120.7825672,,,
1142,Toyota,2012,3,370677,2500,Petrol,Automatic,4387500,Not SUV,120.3310015,,,
1144,Toyota,2009,2,207347,1800,Petrol,Automatic,3727500,Not SUV,129.3582081,,,
1146,Hyundai,2012,3,259708,2000,Petrol,Automatic,3640000,Not SUV,120.3310015,,,
1147,Lexus,2005,3,134607,4500,Petrol,Automatic,2625000,SUV,107.9017948,,,
1148,Toyota,2012,2,78080,2800,Petrol,Automatic,4200000,Not SUV,120.3310015,,,
1149,Hyundai,2016,3,191019,2400,Petrol,Automatic,4725000,Not SUV,169.7856929,,,
1151,Chevrolet,2000,2,319491,2200,Petrol,Manual,3150000,Not SUV,53.2519,,,
1152,Toyota,2007,3,102334,2400,Petrol,Automatic,2415000,Not SUV,108.2238082,,,
1153,MG,2003,3,105744,1800,Diesel,Automatic,1575000,Not SUV,120.8084383,,,
1154,Toyota,2009,2,167190,1800,Petrol,Automatic,4160000,Not SUV,129.3582081,,,
1155,Toyota,2015,2,236022,1800,Petrol,Automatic,6090000,Not SUV,137.4128104,,,
1156,Hyundai,2015,2,172745,2400,Petrol,Automatic,5775000,Not SUV,137.4128104,,,
1157,Dodge,2012,3,190880,3500,Petrol,Automatic,4725000,Not SUV,120.3310015,,,
1158,Honda,2010,3,308710,1300,Petrol,Automatic,2940000,Not SUV,130.380255,,,
1159,Toyota,2013,2,88055,2500,Petrol,Automatic,5720000,Not SUV,120.7825672,,,
1160,Toyota,2007,3,81254,3500,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1161,Toyota,2005,3,98692,2400,Petrol,Automatic,2600000,SUV,107.9017948,,,
1162,Ford,2012,3,226281,3500,Petrol,Automatic,2520000,SUV,120.3310015,,,
1163,Toyota,2007,3,163559,3500,Petrol,Automatic,2520000,Not SUV,108.2238082,,,
1164,Acura,2008,3,158238,2300,Petrol,Automatic,3432000,SUV,106.9462997,,,
1165,Hyundai,2011,2,138548,2400,Petrol,Automatic,3952000,Not SUV,141.9929683,,,
1166,Hyundai,2014,2,112615,2400,Petrol,Automatic,6825000,SUV,122.1199565,,,
1167,Hyundai,2015,3,180020,2400,Petrol,Automatic,5250000,Not SUV,137.4128104,,,
1168,Toyota,2009,3,124173,2400,Petrol,Automatic,3328000,Not SUV,129.3582081,,,
1169,Hyundai,2018,2,134257,1800,Petrol,Automatic,8400000,Not SUV,193.8541808,,,
1170,Toyota,2013,3,78485,3500,Petrol,Automatic,4680000,Not SUV,120.7825672,,,
1171,Lexus,2004,3,254872,3300,Petrol,Automatic,3150000,SUV,112.8321389,,,
1173,Land Rover,2014,2,204656,3500,Petrol,Automatic,22050000,SUV,122.1199565,,,
1174,Toyota,2010,2,93012,1800,Petrol,Automatic,4680000,Not SUV,130.380255,,,
1175,Toyota,2009,2,306514,1800,Petrol,Automatic,3570000,Not SUV,129.3582081,,,
1176,Hyundai,2016,3,77842,2400,Petrol,Automatic,6032000,Not SUV,169.7856929,,,
1177,Hyundai,2016,3,191019,2400,Petrol,Automatic,4725000,Not SUV,169.7856929,,,
1178,Toyota,2012,3,82882,2500,Petrol,Automatic,3570000,Not SUV,120.3310015,,,
1179,Hyundai,2015,3,71181,1600,Petrol,Automatic,8400000,SUV,137.4128104,,,
1180,Toyota,2007,3,290721,3500,Petrol,Automatic,2782500,SUV,108.2238082,,,
1181,Hyundai,2012,2,132315,2400,Petrol,Automatic,3990000,Not SUV,120.3310015,,,
1182,Lexus,2004,2,144353,3300,Petrol,Automatic,2940000,Not SUV,112.8321389,,,
1184,Toyota,2011,2,199390,1800,Petrol,Automatic,4368000,Not SUV,141.9929683,,,
1185,Hyundai,2015,3,180020,2400,Petrol,Automatic,5250000,Not SUV,137.4128104,,,
1186,Toyota,2005,3,98692,2400,Petrol,Automatic,2600000,SUV,107.9017948,,,
1187,Infiniti,2004,3,101828,4500,Petrol,Automatic,2625000,SUV,112.8321389,,,
1188,Toyota,2004,3,184240,3300,Petrol,Automatic,1890000,Not SUV,112.8321389,,,
1189,Hyundai,2015,3,86960,3300,Petrol,Automatic,6615000,SUV,137.4128104,,,
1190,Ford,2010,3,280188,3000,Petrol,Automatic,2625000,SUV,130.380255,,,
1192,Toyota,2007,3,219127,2400,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1193,Hyundai,2015,2,122448,2400,Petrol,AMT,9450000,SUV,137.4128104,,,
1194,Toyota,2011,3,163716,2400,Petrol,Automatic,2730000,Not SUV,141.9929683,,,
1195,Toyota,2007,3,188877,2400,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1196,Toyota,2013,2,88055,2500,Petrol,Automatic,5720000,Not SUV,120.7825672,,,
1197,Toyota,2009,2,92602,1800,Petrol,Automatic,3570000,Not SUV,129.3582081,,,
1198,Lexus,2005,3,76060,3300,Petrol,Automatic,2600000,Not SUV,107.9017948,,,
1199,Ford,2010,2,463172,3000,Petrol,Automatic,2835000,SUV,130.380255,,,
1201,Toyota,2009,3,169361,3600,Petrol,Automatic,2808000,Not SUV,129.3582081,,,
1202,Ford,2009,3,11096,3500,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
1203,Toyota,2012,3,143200,2500,Petrol,Automatic,3990000,Not SUV,120.3310015,,,
1204,Toyota,2011,2,199390,1800,Petrol,Automatic,4368000,Not SUV,141.9929683,,,
1205,Lexus,2008,3,100098,3500,Petrol,Automatic,3675000,SUV,106.9462997,,,
1206,Land Rover,2007,3,185503,4200,Petrol,Automatic,2100000,SUV,108.2238082,,,
1207,Toyota,2002,3,196880,5600,Petrol,Automatic,2310000,SUV,103.6416019,,,
1208,Lexus,2004,3,195760,3300,Petrol,Automatic,2496000,Not SUV,112.8321389,,,
1209,Toyota,2008,3,308809,3500,Petrol,Automatic,2625000,SUV,106.9462997,,,
1210,Hyundai,2014,2,112615,2400,Petrol,Automatic,6825000,SUV,122.1199565,,,
1211,Toyota,2007,3,91854,2400,Petrol,Automatic,2205000,SUV,108.2238082,,,
1212,Lexus,2006,3,310182,3000,Petrol,Automatic,2310000,Not SUV,105.8547276,,,
1213,Toyota,2008,3,211165,3500,Petrol,Automatic,2625000,SUV,106.9462997,,,
1214,Lexus,2007,3,228749,2500,Petrol,Automatic,2782500,Not SUV,108.2238082,,,
1215,Lexus,2010,3,163603,3500,Petrol,Automatic,4688000,Not SUV,130.380255,,,
1217,Toyota,2010,3,87786,2400,Petrol,Automatic,3150000,Not SUV,130.380255,,,
1218,Land Rover,2014,2,204656,3500,Petrol,Automatic,22050000,SUV,122.1199565,,,
1219,Toyota,2004,3,138325,4700,Petrol,Automatic,2912000,SUV,112.8321389,,,
1220,Lexus,2005,3,152784,2500,Petrol,Automatic,2782500,Not SUV,107.9017948,,,
1222,Lexus,2004,3,106126,3300,Petrol,Automatic,2288000,Not SUV,112.8321389,,,
1223,Mercedes-Benz,2007,2,305375,3500,Petrol,Automatic,3675000,SUV,108.2238082,,,
1224,Toyota,2009,2,306514,1800,Petrol,Automatic,3570000,Not SUV,129.3582081,,,
1225,Acura,2007,3,354807,3700,Petrol,Automatic,2572500,SUV,108.2238082,,,
1226,Toyota,2010,2,93012,1800,Petrol,Automatic,4680000,Not SUV,130.380255,,,
1227,Toyota,2009,3,256020,2400,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
1228,Ford,2010,3,83505,1600,Petrol,Automatic,1912500,Not SUV,130.380255,,,
1229,Toyota,2011,3,145611,3500,Petrol,Automatic,2520000,Not SUV,141.9929683,,,
1230,Lexus,2002,2,194524,3300,Petrol,Automatic,2520000,Not SUV,103.6416019,,,
1231,Hyundai,2012,2,180555,1800,Petrol,Automatic,3990000,Not SUV,120.3310015,,,
1232,Nissan,2008,2,113279,3500,Petrol,Automatic,3675000,SUV,106.9462997,,,
1233,MG,2003,3,105744,1800,Diesel,Automatic,1575000,Not SUV,120.8084383,,,
1234,Lexus,2007,2,259837,3500,Petrol,Automatic,4732000,Not SUV,108.2238082,,,
1238,Lexus,2002,3,125060,3000,Petrol,Automatic,2496000,Not SUV,103.6416019,,,
1239,Ford,2010,3,280188,3000,Petrol,Automatic,2625000,SUV,130.380255,,,
1240,Toyota,2008,3,211165,3500,Petrol,Automatic,2625000,SUV,106.9462997,,,
1241,Toyota,2004,3,258147,3300,Petrol,Automatic,2496000,Not SUV,112.8321389,,,
1243,Toyota,2012,3,34224,3500,Petrol,Automatic,4410000,Not SUV,120.3310015,,,
1244,Lexus,2005,3,76060,3300,Petrol,Automatic,2600000,Not SUV,107.9017948,,,
1245,Toyota,2009,3,136477,1800,Petrol,Automatic,3692000,Not SUV,129.3582081,,,
1246,Toyota,2007,3,102334,2400,Petrol,Automatic,2415000,Not SUV,108.2238082,,,
1247,Ford,2009,3,11096,3500,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
1248,Toyota,2011,3,57764,1800,Petrol,Automatic,4680000,Not SUV,141.9929683,,,
1249,Toyota,2005,3,436987,1600,Petrol,Automatic,2137500,Not SUV,107.9017948,,,
1250,Lexus,2004,3,195760,3300,Petrol,Automatic,2496000,Not SUV,112.8321389,,,
1251,Toyota,2008,2,166063,2400,Petrol,Automatic,3952000,Not SUV,106.9462997,,,
1252,Acura,2008,3,186539,3700,Petrol,Automatic,2940000,SUV,106.9462997,,,
1253,Toyota,2009,3,240394,1800,Petrol,Automatic,3432000,Not SUV,129.3582081,,,
1255,Mercedes-Benz,2013,3,82908,3500,Petrol,Automatic,4680000,Not SUV,120.7825672,,,
1256,Toyota,2009,3,120332,2400,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
1257,Mercedes-Benz,2006,2,242654,5000,Petrol,Automatic,4725000,Not SUV,105.8547276,,,
1258,Pontiac,2009,2,246153,1800,Petrol,Automatic,3360000,Not SUV,129.3582081,,,
1261,Toyota,2012,2,89735,1800,Petrol,Automatic,5200000,Not SUV,120.3310015,,,
1262,Infiniti,2006,3,169239,5600,Petrol,Automatic,1675000,SUV,105.8547276,,,
1263,Ford,2013,3,99988,3500,Petrol,Automatic,2625000,SUV,120.7825672,,,
1264,Toyota,2006,3,341149,3500,Petrol,Automatic,2625000,SUV,105.8547276,,,
1265,Toyota,2004,3,96072,4000,Petrol,Automatic,1837500,SUV,112.8321389,,,
1266,Lexus,2005,2,101051,3300,Petrol,Automatic,2520000,Not SUV,107.9017948,,,
1268,Ford,2013,2,150025,2000,Petrol,Automatic,3990000,Not SUV,120.7825672,,,
1269,Toyota,2007,2,184835,2400,Petrol,Automatic,3952000,Not SUV,108.2238082,,,
1270,Hyundai,2013,3,102268,1800,Petrol,Automatic,3120000,Not SUV,120.7825672,,,
1271,Acura,2006,3,114031,3500,Petrol,Automatic,1768000,SUV,105.8547276,,,
1272,Toyota,2013,3,50411,1800,Petrol,Automatic,3150000,Not SUV,120.7825672,,,
1273,Toyota,2007,2,258598,1800,Petrol,Automatic,3328000,Not SUV,108.2238082,,,
1275,Hyundai,2013,3,85345,2400,Petrol,Automatic,4042500,SUV,120.7825672,,,
1276,Hyundai,2012,3,58248,2000,Petrol,Automatic,3125000,Not SUV,120.3310015,,,
1277,Toyota,2013,3,50411,1800,Petrol,Automatic,3150000,Not SUV,120.7825672,,,
1278,Hyundai,2011,2,102194,1800,Petrol,Automatic,3465000,Not SUV,141.9929683,,,
1279,Acura,2009,3,429408,3700,Petrol,Automatic,2625000,SUV,129.3582081,,,
1280,Lexus,2006,3,310182,3000,Petrol,Automatic,2310000,Not SUV,105.8547276,,,
1281,Lexus,2002,2,427071,3000,Petrol,Automatic,2887500,Not SUV,103.6416019,,,
1282,Toyota,2015,2,62148,1800,Petrol,Automatic,5775000,Not SUV,137.4128104,,,
1283,Lexus,2008,3,132323,3500,Petrol,Automatic,2625000,Not SUV,106.9462997,,,
1284,Toyota,2009,3,196918,2400,Petrol,Automatic,3328000,Not SUV,129.3582081,,,
1285,Toyota,2007,3,203882,3300,Petrol,Automatic,2500000,Not SUV,108.2238082,,,
1287,Toyota,2010,3,133492,2400,Petrol,Automatic,2964000,Not SUV,130.380255,,,
1288,Toyota,2015,3,90272,2400,Petrol,Automatic,5928000,Not SUV,137.4128104,,,
1289,Toyota,2006,2,290415,3500,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
1290,Acura,2010,3,112020,3700,Petrol,Automatic,4680000,SUV,130.380255,,,
1291,Hyundai,2014,3,101951,2000,Petrol,Automatic,3360000,SUV,122.1199565,,,
1294,Lexus,2008,3,213189,3500,Petrol,Automatic,3360000,Not SUV,106.9462997,,,
1296,Toyota,2013,2,195542,1800,Petrol,Automatic,4992000,Not SUV,120.7825672,,,
1297,Toyota,2015,2,46336,3500,Petrol,Automatic,15080000,SUV,137.4128104,,,
1298,Ford,2010,2,463172,3000,Petrol,Automatic,2835000,SUV,130.380255,,,
1299,Hyundai,2014,2,122936,3800,Petrol,Automatic,5565000,Not SUV,122.1199565,,,
1300,Ford,2007,2,292069,3500,Petrol,Automatic,3640000,SUV,108.2238082,,,
1301,Toyota,2004,3,165284,3300,Petrol,Automatic,2756000,SUV,112.8321389,,,
1302,Pontiac,2007,2,322537,3400,Petrol,Automatic,2205000,SUV,108.2238082,,,
1303,Toyota,2007,2,194783,2000,Petrol,Automatic,4160000,Not SUV,108.2238082,,,
1305,Mercedes-Benz,2007,2,305375,3500,Petrol,Automatic,3675000,SUV,108.2238082,,,
1306,Toyota,2004,3,141882,3500,Petrol,Automatic,2310000,SUV,112.8321389,,,
1307,Toyota,2010,2,219320,1800,Petrol,Automatic,3952000,Not SUV,130.380255,,,
1308,Mercedes-Benz,2008,3,324323,4700,Petrol,Automatic,6760000,SUV,106.9462997,,,
1309,Toyota,2012,2,279251,1800,Petrol,Automatic,4515000,Not SUV,120.3310015,,,
1310,Lexus,2004,3,120847,3300,Petrol,Automatic,2392000,Not SUV,112.8321389,,,
1311,Lexus,2006,3,128350,2500,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
1312,Toyota,2005,3,94077,3300,Petrol,Automatic,2520000,SUV,107.9017948,,,
1313,Mercedes-Benz,2006,3,13571,3400,Petrol,Automatic,3744000,SUV,105.8547276,,,
1314,Toyota,2009,3,134528,3500,Petrol,Automatic,2704000,Not SUV,129.3582081,,,
1316,Lexus,2003,3,206338,3000,Petrol,Automatic,2100000,Not SUV,120.8084383,,,
1318,Lexus,2005,3,148435,3000,Petrol,Automatic,2310000,Not SUV,107.9017948,,,
1319,Hyundai,2015,2,127274,5000,Petrol,Automatic,10500000,Not SUV,137.4128104,,,
1320,Toyota,2008,3,45961,3500,Petrol,Automatic,2205000,Not SUV,106.9462997,,,
1321,Toyota,2015,2,46336,3500,Petrol,Automatic,15080000,SUV,137.4128104,,,
1322,Ford,2010,3,248893,3500,Petrol,Automatic,2467500,SUV,130.380255,,,
1323,Lexus,2006,3,121412,3300,Petrol,Automatic,2310000,Not SUV,105.8547276,,,
1324,Lexus,2002,3,218353,3000,Petrol,Automatic,1995000,Not SUV,103.6416019,,,
1326,Toyota,2010,2,185460,1800,Petrol,Automatic,3622500,Not SUV,130.380255,,,
1327,Lexus,2005,3,156418,3300,Petrol,Automatic,3328000,SUV,107.9017948,,,
1328,Toyota,2006,3,96343,3500,Petrol,Automatic,1995000,SUV,105.8547276,,,
1329,Toyota,2008,3,93578,3500,Petrol,Automatic,3952000,SUV,106.9462997,,,
1330,Toyota,2008,2,166063,2400,Petrol,Automatic,3952000,Not SUV,106.9462997,,,
1331,Toyota,2009,3,216256,1800,Petrol,Automatic,3120000,Not SUV,129.3582081,,,
1332,Chevrolet,2011,2,175142,3600,Petrol,Automatic,4725000,Not SUV,141.9929683,,,
1333,Toyota,2008,2,306427,5700,Petrol,Automatic,15080000,Not SUV,106.9462997,,,
1334,Toyota,2016,2,76965,1800,Petrol,Automatic,6090000,Not SUV,169.7856929,,,
1336,Toyota,2002,3,215340,3000,Petrol,Automatic,2200000,SUV,103.6416019,,,
1337,Toyota,2005,3,436987,1600,Petrol,Automatic,2137500,Not SUV,107.9017948,,,
1338,Toyota,2007,3,203882,3300,Petrol,Automatic,2500000,Not SUV,108.2238082,,,
1339,Land Rover,2009,3,128701,4400,Petrol,Automatic,2940000,SUV,129.3582081,,,
1340,Chrysler,2015,3,57904,3600,Petrol,Automatic,5040000,Not SUV,137.4128104,,,
1341,Acura,2010,3,112020,3700,Petrol,Automatic,4680000,SUV,130.380255,,,
1343,Lexus,2002,2,427071,3000,Petrol,Automatic,2887500,Not SUV,103.6416019,,,
1344,Toyota,2012,2,279251,1800,Petrol,Automatic,4515000,Not SUV,120.3310015,,,
1345,Toyota,2007,3,108179,2400,Petrol,Automatic,2625000,SUV,108.2238082,,,
1346,Toyota,2005,3,245731,3300,Petrol,Automatic,2310000,SUV,107.9017948,,,
1347,Mercedes-Benz,2008,3,324323,4700,Petrol,Automatic,6760000,SUV,106.9462997,,,
1348,Toyota,2010,2,90364,1800,Petrol,Automatic,3858750,Not SUV,130.380255,,,
1349,Toyota,2003,3,342633,4000,Petrol,Automatic,2300000,SUV,120.8084383,,,
1350,Toyota,2009,2,171795,1800,Petrol,Automatic,3465000,Not SUV,129.3582081,,,
1351,Lexus,2002,3,170739,3300,Petrol,Automatic,1785000,Not SUV,103.6416019,,,
1352,Chevrolet,2012,3,215704,2400,Petrol,Automatic,3260000,Not SUV,120.3310015,,,
1354,Toyota,2012,3,96357,1800,Petrol,Automatic,3640000,Not SUV,120.3310015,,,
1355,Toyota,2003,2,321420,3000,Petrol,Automatic,2641600,Not SUV,120.8084383,,,
1356,Lexus,2006,2,210836,3000,Petrol,Automatic,2835000,Not SUV,105.8547276,,,
1358,Ford,2007,3,209088,3500,Petrol,Automatic,1890000,SUV,108.2238082,,,
1359,Toyota,2010,2,85212,2500,Petrol,Automatic,4264000,Not SUV,130.380255,,,
1360,Ford,2010,3,248893,3500,Petrol,Automatic,2467500,SUV,130.380255,,,
1361,Toyota,2006,3,96343,3500,Petrol,Automatic,1995000,SUV,105.8547276,,,
1362,Lexus,2005,3,57855,3300,Petrol,Automatic,2835000,SUV,107.9017948,,,
1366,Mercedes-Benz,2010,3,84345,3500,Petrol,Automatic,5775000,SUV,130.380255,,,
1367,Toyota,2011,2,77646,2500,Petrol,Automatic,2835000,Not SUV,141.9929683,,,
1368,Toyota,2016,3,49604,1800,Petrol,Automatic,5200000,Not SUV,169.7856929,,,
1369,Infiniti,2006,3,169239,5600,Petrol,Automatic,1675000,SUV,105.8547276,,,
1370,Toyota,2007,3,144602,3300,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1372,Toyota,2007,2,10199,3500,Petrol,Automatic,2362500,Not SUV,108.2238082,,,
1373,Chevrolet,2009,2,274542,3600,Petrol,Automatic,6300000,SUV,129.3582081,,,
1374,Toyota,2007,3,285350,2400,Petrol,Automatic,2205000,Not SUV,108.2238082,,,
1375,Hyundai,2011,2,89090,2400,Petrol,Automatic,4160000,Not SUV,141.9929683,,,
1376,Toyota,2008,3,318285,2400,Petrol,Automatic,2964000,Not SUV,106.9462997,,,
1377,Toyota,2010,3,189739,2500,Petrol,Automatic,3432000,Not SUV,130.380255,,,
1378,Ford,2007,3,95227,3500,Petrol,Automatic,2600000,SUV,108.2238082,,,
1379,Lexus,2003,3,122125,3000,Petrol,Automatic,2080000,Not SUV,120.8084383,,,
1380,Toyota,2003,3,112583,3000,Petrol,Automatic,2100000,SUV,120.8084383,,,
1382,Toyota,2011,3,248863,3500,Petrol,Automatic,6240000,SUV,141.9929683,,,
1383,Toyota,2009,3,274265,2400,Petrol,Automatic,2415000,Not SUV,129.3582081,,,
1385,Toyota,2005,3,245731,3300,Petrol,Automatic,2310000,SUV,107.9017948,,,
1386,Kia,2005,2,162872,3500,Petrol,Automatic,2835000,Not SUV,107.9017948,,,
1387,Toyota,2011,3,135036,1800,Petrol,Automatic,3224000,Not SUV,141.9929683,,,
1388,Lexus,2008,2,149092,3500,Petrol,Automatic,5145000,SUV,106.9462997,,,
1389,Toyota,2007,3,105517,3500,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1390,Toyota,2009,3,143829,2700,Petrol,Automatic,5512000,SUV,129.3582081,,,
1391,Toyota,2002,3,215340,3000,Petrol,Automatic,2200000,SUV,103.6416019,,,
1392,Lexus,2005,3,268389,3000,Petrol,Automatic,2415000,Not SUV,107.9017948,,,
1393,Toyota,2008,3,101224,3500,Petrol,Automatic,2625000,Not SUV,106.9462997,,,
1394,Toyota,2007,3,201547,2700,Petrol,Automatic,3120000,Not SUV,108.2238082,,,
1395,Ford,2012,3,114305,2500,Petrol,Automatic,2100000,Not SUV,120.3310015,,,
1396,Nissan,2008,2,113279,3500,Petrol,Automatic,3675000,SUV,106.9462997,,,
1397,Toyota,2016,3,49604,1800,Petrol,Automatic,5200000,Not SUV,169.7856929,,,
1398,Mercedes-Benz,2010,3,161785,3500,Petrol,Automatic,5550000,SUV,130.380255,,,
1399,Hyundai,2011,2,89090,2400,Petrol,Automatic,4160000,Not SUV,141.9929683,,,
1400,Lexus,2008,3,136552,2500,Petrol,Automatic,2520000,Not SUV,106.9462997,,,
1401,Toyota,2017,3,99735,2400,Petrol,Automatic,10500000,Not SUV,192.3100693,,,
1402,Ford,2007,3,95227,3500,Petrol,Automatic,2600000,SUV,108.2238082,,,
1404,Lexus,2008,2,149092,3500,Petrol,Automatic,5145000,SUV,106.9462997,,,
1405,Toyota,2004,3,261074,2400,Petrol,Automatic,3120000,Not SUV,112.8321389,,,
1406,Dodge,2004,3,396150,3700,Petrol,Automatic,1575000,Not SUV,112.8321389,,,
1407,Toyota,2009,3,276128,1500,Hybrid,Automatic,2625000,Not SUV,129.3582081,,,
1409,Toyota,2015,3,65786,3500,Petrol,Automatic,6552000,Not SUV,137.4128104,,,
