MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Year of Joining,year code,Month of joining,Work_len_quaters,Joining Designation,Designation,Promotions,Quarterly Rating
12/1/2017,443,31,Female,C3,Bachelor,55108,9/4/2017,12/6/2017,2017,7,9,1,2,2,0,1
1/1/2016,445,32,Male,C8,College,33956,1/5/2016,1/25/2016,2016,6,1,0,2,2,0,1
8/1/2016,451,41,Female,C16,Master,123390,11/5/2010,8/2/2016,2010,0,11,23,1,5,4,1
10/1/2016,452,46,Male,C19,College,104473,10/14/2010,10/3/2016,2010,0,10,24,2,4,2,1
10/1/2016,454,30,Female,C17,Master,45357,8/17/2016,10/27/2016,2016,6,8,1,1,1,0,1
8/1/2017,456,35,Female,C26,Bachelor,45193,7/7/2017,7/29/2017,2017,7,7,0,2,2,0,1
8/1/2017,460,29,Female,C15,College,37575,12/5/2016,7/29/2017,2016,6,12,3,2,2,0,2
10/1/2017,461,32,Female,C8,College,53577,4/25/2017,10/27/2017,2017,7,4,2,2,2,0,2
2/1/2016,463,39,Male,C24,Bachelor,47419,12/10/2015,2/4/2016,2015,5,12,1,1,1,0,1
4/1/2017,464,34,Male,C27,Master,86072,7/16/2016,4/7/2017,2016,6,7,3,3,3,0,1
11/1/2016,465,35,Female,C8,Master,87438,1/13/2015,11/19/2016,2015,5,1,7,2,2,0,2
2/1/2017,466,23,Female,C23,College,64179,12/19/2016,2/15/2017,2016,6,12,1,2,2,0,1
2/1/2017,467,32,Male,C29,College,83926,11/17/2016,2/11/2017,2016,6,11,1,3,3,0,1
1/1/2016,469,31,Male,C13,Master,26067,10/9/2015,1/20/2016,2015,5,10,1,1,1,0,1
5/1/2017,470,31,Male,C1,College,39660,2/10/2017,5/25/2017,2017,7,2,1,2,2,0,1
6/1/2017,471,38,Male,C12,College,59318,5/8/2017,6/27/2017,2017,7,5,1,3,3,0,1
2/1/2016,473,25,Female,C16,Bachelor,62431,7/28/2015,2/5/2016,2015,5,7,2,1,1,0,1
1/1/2016,474,32,Male,C10,Bachelor,45068,8/4/2015,1/19/2016,2015,5,8,2,1,1,0,1
5/1/2016,475,43,Male,C11,Bachelor,42714,7/13/2015,5/21/2016,2015,5,7,3,1,1,0,1
12/1/2017,476,28,Female,C16,College,22918,3/15/2017,12/19/2017,2017,7,3,3,2,2,0,1
5/1/2016,477,39,Male,C19,Bachelor,29312,6/1/2015,5/28/2016,2015,5,6,4,1,1,0,1
1/1/2017,478,31,Female,C20,Bachelor,39164,9/5/2016,1/4/2017,2016,6,9,1,2,2,0,1
2/1/2016,479,24,Female,C20,Master,22947,12/3/2015,2/22/2016,2015,5,12,1,1,1,0,1
1/1/2017,481,30,Male,C12,Master,68341,5/26/2014,1/9/2017,2014,4,5,11,1,1,0,1
9/1/2017,482,45,Male,C10,Bachelor,56611,7/23/2012,9/21/2017,2012,2,7,21,1,2,1,2
12/1/2016,484,29,Female,C4,College,26562,8/8/2016,12/16/2016,2016,6,8,1,1,1,0,1
12/1/2017,486,40,Female,C10,College,31674,10/31/2013,12/25/2017,2013,3,10,17,1,2,1,2
1/1/2016,487,39,Male,C12,Bachelor,35091,12/21/2015,1/13/2016,2015,5,12,0,1,1,0,1
5/1/2017,488,45,Male,C28,Master,80716,10/21/2015,5/12/2017,2015,5,10,6,1,2,1,1
10/1/2017,489,32,Female,C12,Master,49475,10/18/2016,10/17/2017,2016,6,10,4,1,1,0,2
8/1/2017,491,26,Male,C2,Master,41638,5/1/2017,7/29/2017,2017,7,5,1,1,1,0,1
1/1/2016,492,36,Female,C19,College,23107,7/23/2015,1/28/2016,2015,5,7,2,2,2,0,1
3/1/2016,496,24,Male,C15,Bachelor,20170,10/19/2015,2/29/2016,2015,5,10,1,1,1,0,1
12/1/2017,497,30,Female,C16,Bachelor,65035,6/22/2017,12/12/2017,2017,7,6,2,2,2,0,1
10/1/2016,500,40,Male,C12,Bachelor,103119,5/11/2015,10/10/2016,2015,5,5,6,4,4,0,1
4/1/2017,502,23,Male,C5,Bachelor,49888,11/21/2016,4/24/2017,2016,6,11,2,2,2,0,1
6/1/2016,503,45,Female,C21,College,42544,6/20/2015,6/16/2016,2015,5,6,4,1,1,0,2
9/1/2016,504,33,Female,C15,Bachelor,49653,8/6/2012,9/9/2016,2012,2,8,16,2,2,0,1
4/1/2016,505,25,Male,C26,College,55804,1/16/2016,4/11/2016,2016,6,1,1,2,2,0,1
3/1/2017,507,40,Male,C6,Bachelor,29231,11/22/2012,2/27/2017,2012,2,11,17,1,2,1,2
7/1/2016,512,43,Female,C8,Bachelor,40777,5/23/2016,7/27/2016,2016,6,5,1,1,1,0,1
3/1/2016,513,35,Female,C20,Master,22793,6/13/2015,3/18/2016,2015,5,6,3,1,1,0,1
6/1/2017,515,26,Female,C29,College,10747,4/13/2017,6/5/2017,2017,7,4,1,2,2,0,1
1/1/2016,517,51,Female,C1,Master,59796,10/23/2015,1/8/2016,2015,5,10,1,1,1,0,1
6/1/2016,518,45,Female,C15,Master,52199,9/8/2015,6/20/2016,2015,5,9,3,1,1,0,1
12/1/2016,519,36,Male,C29,Bachelor,83253,10/31/2016,11/28/2016,2016,6,10,0,3,3,0,1
1/1/2017,520,28,Female,C23,Bachelor,98996,1/9/2016,1/9/2017,2016,6,1,4,4,4,0,1
9/1/2016,522,36,Male,C26,Master,109652,5/30/2011,9/2/2016,2011,1,5,21,2,3,1,3
12/1/2017,523,39,Male,C9,College,31056,5/2/2017,12/18/2017,2017,7,5,3,3,3,0,1
8/1/2017,525,33,Male,C22,Bachelor,106727,10/29/2016,7/29/2017,2016,6,10,3,3,3,0,2
2/1/2017,527,35,Male,C23,Bachelor,86823,8/21/2014,2/14/2017,2014,4,8,10,3,4,1,1
9/1/2017,528,34,Male,C10,College,51086,3/11/2017,9/4/2017,2017,7,3,2,2,2,0,1
4/1/2016,529,32,Female,C9,College,12934,11/30/2015,3/31/2016,2015,5,11,1,2,2,0,1
5/1/2017,530,37,Male,C28,Master,31137,3/14/2017,5/8/2017,2017,7,3,1,1,1,0,1
10/1/2016,533,36,Male,C1,Bachelor,35731,6/24/2016,10/18/2016,2016,6,6,1,1,1,0,1
11/1/2017,535,39,Male,C27,Bachelor,77182,9/6/2012,11/25/2017,2012,2,9,21,1,4,3,1
12/1/2016,536,28,Male,C26,Master,35112,7/21/2016,12/26/2016,2016,6,7,2,1,1,0,2
1/1/2016,539,36,Male,C24,College,109296,6/20/2013,1/19/2016,2013,3,6,10,2,3,1,1
8/1/2017,541,27,Male,C1,Master,71812,2/10/2014,7/29/2017,2014,4,2,14,1,2,1,1
4/1/2017,542,44,Male,C8,Bachelor,43720,7/4/2016,4/13/2017,2016,6,7,3,2,2,0,1
9/1/2017,544,43,Male,C14,Master,50345,7/23/2012,9/25/2017,2012,2,7,21,1,2,1,2
1/1/2016,545,29,Female,C26,Bachelor,62542,11/10/2015,1/25/2016,2015,5,11,1,2,2,0,1
1/1/2016,549,24,Female,C2,Bachelor,20886,11/16/2015,1/27/2016,2015,5,11,1,1,1,0,1
2/1/2016,551,43,Male,C13,Master,84481,6/16/2015,2/10/2016,2015,5,6,3,3,3,0,1
1/1/2017,553,32,Male,C12,Bachelor,44273,9/10/2016,1/20/2017,2016,6,9,1,2,2,0,1
5/1/2016,554,36,Male,C24,Master,19649,11/20/2015,5/14/2016,2015,5,11,2,1,1,0,1
2/1/2017,558,39,Female,C11,Bachelor,55263,8/27/2012,2/8/2017,2012,2,8,18,1,2,1,1
7/1/2017,562,29,Female,C6,College,52465,2/2/2017,7/20/2017,2017,7,2,2,2,2,0,1
11/1/2016,563,35,Female,C20,College,73359,7/17/2014,10/29/2016,2014,4,7,9,1,3,2,1
4/1/2016,564,38,Male,C1,Master,31340,1/15/2016,4/22/2016,2016,6,1,1,1,1,0,1
8/1/2017,566,37,Male,C10,Master,50504,5/22/2015,7/29/2017,2015,5,5,9,1,1,0,1
7/1/2017,572,30,Female,C2,College,31890,2/2/2017,7/27/2017,2017,7,2,2,2,2,0,2
7/1/2017,573,27,Male,C28,Master,54026,5/3/2017,7/7/2017,2017,7,5,1,2,2,0,1
12/1/2016,574,40,Male,C13,College,70144,7/4/2016,11/29/2016,2016,6,7,2,2,2,0,1
10/1/2017,576,31,Female,C22,College,68356,5/8/2017,10/26/2017,2017,7,5,2,3,3,0,1
10/1/2017,577,29,Female,C14,Master,108091,5/3/2017,10/26/2017,2017,7,5,2,3,3,0,1
1/1/2016,578,35,Male,C29,Bachelor,46169,12/21/2015,1/19/2016,2015,5,12,0,2,2,0,1
7/1/2016,579,30,Female,C5,Master,70570,6/30/2014,6/29/2016,2014,4,6,8,1,2,1,1
3/1/2016,584,29,Female,C1,College,51593,10/1/2012,3/8/2016,2012,2,10,14,2,3,1,1
1/1/2016,585,41,Female,C4,College,14989,10/26/2015,1/16/2016,2015,5,10,1,1,1,0,1
11/1/2017,588,28,Female,C13,College,17660,5/1/2017,10/31/2017,2017,7,5,2,2,2,0,1
11/1/2017,593,39,Male,C23,College,86336,2/27/2017,11/6/2017,2017,7,2,3,3,3,0,1
5/1/2016,596,29,Male,C12,College,66483,8/24/2015,5/6/2016,2015,5,8,3,2,2,0,1
9/1/2016,598,38,Female,C9,Bachelor,78135,12/17/2015,9/7/2016,2015,5,12,3,2,2,0,1
4/1/2017,600,29,Male,C2,Bachelor,115293,10/13/2016,4/1/2017,2016,6,10,2,3,3,0,1
5/1/2016,601,33,Female,C19,Bachelor,39119,5/23/2013,5/12/2016,2013,3,5,12,1,2,1,1
5/1/2017,602,28,Male,C9,College,49553,4/4/2017,5/22/2017,2017,7,4,1,2,2,0,1
5/1/2017,603,30,Male,C15,College,64842,10/22/2016,5/1/2017,2016,6,10,2,2,2,0,1
12/1/2017,606,34,Female,C10,College,114230,1/31/2017,11/30/2017,2017,7,1,3,3,3,0,2
5/1/2016,607,27,Female,C27,Bachelor,38764,1/20/2015,5/18/2016,2015,5,1,5,1,1,0,2
7/1/2017,608,24,Male,C26,Master,83294,11/15/2016,6/28/2017,2016,6,11,2,2,2,0,1
5/1/2016,609,33,Female,C9,Master,46186,10/19/2015,5/23/2016,2015,5,10,2,1,1,0,1
1/1/2017,610,30,Female,C23,Master,49664,11/3/2016,1/11/2017,2016,6,11,1,2,2,0,1
4/1/2017,611,32,Female,C10,Bachelor,39216,1/13/2017,4/27/2017,2017,7,1,1,2,2,0,1
8/1/2016,613,30,Male,C1,College,13653,8/17/2015,7/29/2016,2015,5,8,4,1,1,0,1
11/1/2016,614,23,Female,C10,Bachelor,36474,10/21/2015,11/16/2016,2015,5,10,4,1,1,0,1
2/1/2017,615,34,Male,C23,Master,54056,5/21/2015,2/2/2017,2015,5,5,7,1,2,1,1
4/1/2016,618,41,Male,C6,Master,54520,6/13/2014,4/27/2016,2014,4,6,8,1,2,1,1
3/1/2017,621,29,Female,C4,Master,101494,12/13/2016,3/16/2017,2016,6,12,1,3,3,0,1
3/1/2016,623,23,Female,C29,Bachelor,57931,11/12/2015,2/27/2016,2015,5,11,1,1,1,0,1
5/1/2016,625,32,Male,C12,Bachelor,49936,11/23/2015,4/29/2016,2015,5,11,2,1,1,0,1
3/1/2017,626,35,Male,C24,College,18788,12/1/2016,3/4/2017,2016,6,12,1,2,2,0,1
5/1/2016,627,36,Male,C17,Bachelor,35219,10/14/2015,5/23/2016,2015,5,10,2,2,2,0,1
2/1/2016,629,43,Female,C15,College,38624,9/29/2015,1/30/2016,2015,5,9,1,2,2,0,1
8/1/2016,630,35,Female,C28,College,51781,9/9/2015,8/23/2016,2015,5,9,4,2,2,0,1
12/1/2017,633,36,Female,C3,Master,48059,7/31/2017,12/21/2017,2017,7,7,2,3,3,0,1
5/1/2016,634,29,Male,C28,Master,54358,1/16/2016,5/18/2016,2016,6,1,1,1,1,0,1
10/1/2017,635,31,Male,C28,Bachelor,130429,7/3/2017,10/24/2017,2017,7,7,1,3,3,0,1
6/1/2016,636,44,Male,C20,College,95388,10/1/2014,6/25/2016,2014,4,10,7,4,4,0,1
7/1/2017,640,27,Female,C8,Bachelor,105931,12/7/2016,7/25/2017,2016,6,12,3,3,3,0,1
8/1/2016,645,28,Female,C8,Master,110445,3/30/2016,8/1/2016,2016,6,3,1,2,4,2,1
9/1/2016,647,34,Female,C10,Master,57888,8/1/2016,9/15/2016,2016,6,8,0,1,1,0,1
9/1/2016,649,33,Male,C14,Bachelor,35584,6/1/2016,9/9/2016,2016,6,6,1,1,1,0,1
7/1/2017,651,34,Female,C12,Bachelor,41298,12/5/2016,7/24/2017,2016,6,12,3,3,3,0,1
7/1/2016,652,34,Male,C20,Bachelor,112322,11/5/2015,7/18/2016,2015,5,11,3,4,4,0,1
4/1/2016,653,44,Female,C1,College,64702,9/12/2015,3/30/2016,2015,5,9,2,2,2,0,1
11/1/2017,654,22,Male,C4,College,36116,10/10/2017,11/22/2017,2017,7,10,0,2,2,0,1
5/1/2016,655,35,Male,C13,College,40926,1/5/2016,5/3/2016,2016,6,1,1,2,2,0,1
8/1/2017,659,32,Female,C13,Master,54903,6/5/2017,7/29/2017,2017,7,6,1,3,3,0,1
2/1/2017,660,24,Female,C7,College,15327,1/25/2017,2/6/2017,2017,7,1,0,1,1,0,1
10/1/2017,663,27,Male,C21,Bachelor,97203,7/4/2017,10/2/2017,2017,7,7,1,3,3,0,1
6/1/2016,667,31,Male,C8,Master,78143,9/9/2015,5/31/2016,2015,5,9,3,2,2,0,1
9/1/2017,668,29,Female,C3,Bachelor,45969,11/28/2016,9/21/2017,2016,6,11,3,2,2,0,2
2/1/2017,671,33,Male,C11,Master,42368,11/1/2016,2/11/2017,2016,6,11,1,3,3,0,1
12/1/2017,672,30,Male,C18,Master,77011,8/29/2017,12/28/2017,2017,7,8,1,2,2,0,1
2/1/2017,674,34,Female,C14,Bachelor,38546,9/14/2016,2/2/2017,2016,6,9,2,1,1,0,1
5/1/2016,677,48,Female,C29,Bachelor,71072,5/21/2012,5/4/2016,2012,2,5,16,2,3,1,1
9/1/2016,680,37,Female,C3,Master,127380,7/28/2011,9/22/2016,2011,1,7,21,2,4,2,1
5/1/2016,683,41,Female,C17,Master,55762,10/6/2015,5/9/2016,2015,5,10,2,1,1,0,1
10/1/2017,684,23,Female,C20,College,30083,6/30/2017,10/27/2017,2017,7,6,1,1,1,0,1
4/1/2017,686,28,Female,C1,Master,62909,11/2/2016,4/27/2017,2016,6,11,2,2,2,0,1
12/1/2016,687,32,Male,C18,College,13037,10/4/2016,11/30/2016,2016,6,10,1,1,1,0,1
9/1/2016,688,46,Female,C14,Bachelor,22931,6/16/2015,9/22/2016,2015,5,6,5,1,2,1,1
1/1/2016,689,28,Female,C10,Bachelor,17186,10/14/2015,12/31/2015,2015,5,10,1,1,1,0,1
5/1/2016,690,45,Female,C14,College,49509,12/10/2015,5/17/2016,2015,5,12,2,2,2,0,1
8/1/2017,691,30,Female,C7,College,59241,6/28/2017,7/29/2017,2017,7,6,0,2,2,0,1
3/1/2016,692,32,Male,C23,Bachelor,31831,12/18/2014,3/19/2016,2014,4,12,5,1,1,0,1
11/1/2016,694,32,Female,C16,Master,82632,7/29/2016,11/21/2016,2016,6,7,1,3,3,0,2
12/1/2017,695,27,Male,C17,Master,57667,8/3/2017,12/4/2017,2017,7,8,1,1,1,0,1
7/1/2017,696,27,Female,C10,College,79461,3/16/2017,7/17/2017,2017,7,3,1,3,3,0,1
9/1/2016,700,29,Female,C10,Bachelor,31052,12/26/2014,9/22/2016,2014,4,12,7,1,1,0,2
10/1/2017,701,44,Female,C3,Master,85450,1/12/2016,10/18/2017,2016,6,1,7,2,2,0,2
12/1/2016,702,38,Female,C20,College,113807,6/30/2016,12/21/2016,2016,6,6,2,3,3,0,1
11/1/2016,703,29,Male,C11,Master,103494,4/25/2013,11/15/2016,2013,3,4,14,1,3,2,1
1/1/2017,705,40,Male,C20,Master,130781,10/3/2016,1/13/2017,2016,6,10,1,3,3,0,1
9/1/2017,706,35,Male,C27,College,70677,7/6/2017,9/4/2017,2017,7,7,1,3,3,0,1
4/1/2016,707,31,Female,C4,Master,58323,5/21/2015,4/13/2016,2015,5,5,4,1,1,0,1
3/1/2017,708,39,Female,C19,College,97116,11/21/2016,3/23/2017,2016,6,11,1,3,3,0,1
6/1/2016,709,31,Male,C13,Bachelor,135436,8/4/2015,6/27/2016,2015,5,8,4,5,5,0,1
10/1/2017,714,35,Male,C13,Master,81352,11/8/2016,10/12/2017,2016,6,11,4,3,3,0,1
5/1/2016,722,37,Male,C9,Bachelor,37839,11/13/2015,5/7/2016,2015,5,11,2,2,2,0,1
12/1/2017,724,32,Female,C1,Master,36430,9/13/2017,12/4/2017,2017,7,9,1,2,2,0,1
12/1/2017,725,29,Male,C20,College,19456,8/7/2017,12/8/2017,2017,7,8,1,1,1,0,1
9/1/2016,726,30,Female,C18,Bachelor,51497,1/9/2014,9/21/2016,2014,4,1,11,1,1,0,1
12/1/2016,727,39,Male,C22,Master,44720,5/21/2016,12/21/2016,2016,6,5,2,2,2,0,2
11/1/2017,729,33,Male,C28,College,40531,9/4/2017,10/31/2017,2017,7,9,1,2,2,0,1
3/1/2016,731,35,Female,C2,College,19290,9/22/2015,3/3/2016,2015,5,9,2,1,1,0,1
1/1/2017,735,38,Female,C12,Bachelor,110490,8/8/2016,1/10/2017,2016,6,8,2,4,4,0,1
5/1/2016,736,27,Female,C15,Master,81944,10/3/2015,5/7/2016,2015,5,10,2,1,1,0,1
6/1/2017,738,26,Male,C8,Bachelor,41980,5/5/2017,6/13/2017,2017,7,5,0,2,2,0,1
5/1/2016,739,30,Female,C20,College,108768,6/19/2014,5/9/2016,2014,4,6,8,1,3,2,2
12/1/2017,742,34,Male,C13,Bachelor,84637,9/6/2017,12/1/2017,2017,7,9,1,3,3,0,1
8/1/2016,744,27,Male,C20,Master,43322,1/21/2015,7/29/2016,2015,5,1,6,1,1,0,1
11/1/2016,745,30,Male,C11,Master,62042,10/24/2016,11/5/2016,2016,6,10,0,2,2,0,1
12/1/2016,747,32,Female,C17,Bachelor,58943,11/25/2013,11/30/2016,2013,3,11,12,1,2,1,2
9/1/2016,756,29,Female,C4,Bachelor,57476,5/26/2016,8/30/2016,2016,6,5,1,3,3,0,1
9/1/2016,757,35,Male,C27,College,63181,7/11/2014,9/22/2016,2014,4,7,9,1,3,2,1
8/1/2017,758,34,Male,C15,Bachelor,54288,8/31/2016,7/29/2017,2016,6,8,4,2,2,0,1
4/1/2017,759,42,Male,C26,Bachelor,87182,12/8/2016,4/7/2017,2016,6,12,1,3,3,0,1
7/1/2017,761,23,Male,C10,Master,69449,6/12/2017,7/3/2017,2017,7,6,0,2,2,0,1
3/1/2016,764,37,Female,C26,Bachelor,18285,11/30/2015,3/12/2016,2015,5,11,1,1,1,0,1
11/1/2016,767,39,Female,C2,College,85693,5/23/2014,10/31/2016,2014,4,5,10,1,3,2,1
12/1/2017,768,24,Female,C26,Bachelor,87853,4/25/2017,12/13/2017,2017,7,4,3,1,1,0,2
8/1/2017,771,36,Male,C5,Bachelor,45071,7/11/2017,7/29/2017,2017,7,7,0,2,2,0,1
2/1/2017,773,30,Male,C29,College,51600,10/28/2016,2/1/2017,2016,6,10,1,2,2,0,1
12/1/2017,776,37,Female,C8,Bachelor,63587,6/9/2017,12/1/2017,2017,7,6,2,2,2,0,2
7/1/2017,777,30,Female,C22,Master,70816,11/28/2016,7/24/2017,2016,6,11,3,2,2,0,1
7/1/2017,778,31,Male,C9,Bachelor,38990,6/13/2016,7/12/2017,2016,6,6,4,2,2,0,1
6/1/2017,779,35,Female,C23,Master,23182,4/5/2017,6/24/2017,2017,7,4,1,1,1,0,1
8/1/2017,781,41,Female,C23,Master,82503,12/21/2016,7/29/2017,2016,6,12,2,3,3,0,1
2/1/2017,783,49,Male,C3,Master,76195,12/10/2012,2/23/2017,2012,2,12,17,1,2,1,1
5/1/2017,784,41,Male,C17,Master,100303,4/6/2017,5/5/2017,2017,7,4,0,3,3,0,1
10/1/2017,787,35,Male,C26,Bachelor,75467,8/30/2016,10/25/2017,2016,6,8,5,3,3,0,1
5/1/2017,790,31,Male,C12,Bachelor,40253,11/11/2015,5/19/2017,2015,5,11,6,2,2,0,1
2/1/2017,792,32,Female,C19,Master,48639,12/10/2016,2/17/2017,2016,6,12,1,2,2,0,1
7/1/2016,794,33,Male,C21,Master,60252,5/28/2012,7/14/2016,2012,2,5,17,2,2,0,1
10/1/2016,796,32,Male,C26,Master,50434,11/8/2012,9/28/2016,2012,2,11,16,2,2,0,1
5/1/2016,797,33,Male,C24,Master,29689,8/10/2015,5/14/2016,2015,5,8,3,1,1,0,1
1/1/2016,798,37,Male,C27,College,34849,8/29/2015,1/9/2016,2015,5,8,1,2,2,0,1
4/1/2017,799,34,Female,C21,Bachelor,30951,12/6/2016,3/29/2017,2016,6,12,1,2,2,0,1
1/1/2017,800,36,Male,C6,College,49614,6/30/2016,1/10/2017,2016,6,6,2,2,2,0,1
8/1/2017,803,27,Male,C11,Master,62232,4/14/2017,7/29/2017,2017,7,4,1,1,1,0,1
9/1/2017,804,30,Male,C23,Master,46600,11/11/2016,9/1/2017,2016,6,11,3,2,2,0,1
7/1/2016,805,24,Male,C16,Bachelor,17676,1/13/2016,6/28/2016,2016,6,1,2,1,1,0,1
12/1/2017,807,32,Female,C25,Bachelor,81547,10/11/2017,12/18/2017,2017,7,10,1,3,3,0,1
9/1/2017,808,33,Male,C15,Bachelor,49914,5/15/2017,9/13/2017,2017,7,5,1,3,3,0,1
3/1/2017,811,30,Male,C26,Master,66017,10/31/2016,3/8/2017,2016,6,10,1,2,2,0,1
2/1/2016,812,31,Male,C15,Master,42395,10/5/2015,1/30/2016,2015,5,10,1,1,1,0,1
4/1/2017,813,33,Female,C27,College,31787,3/2/2017,4/7/2017,2017,7,3,0,2,2,0,1
2/1/2017,818,32,Female,C22,Master,26850,8/8/2016,2/3/2017,2016,6,8,2,2,2,0,1
5/1/2017,820,39,Male,C14,Master,59166,5/23/2015,5/16/2017,2015,5,5,8,1,1,0,1
8/1/2016,821,29,Female,C12,Master,113120,8/16/2012,8/26/2016,2012,2,8,16,1,3,2,1
10/1/2016,822,31,Female,C23,College,42601,7/20/2016,10/3/2016,2016,6,7,1,1,1,0,1
7/1/2016,826,28,Male,C24,College,70740,5/9/2015,7/12/2016,2015,5,5,5,1,2,1,1
3/1/2017,827,33,Male,C28,Master,67113,12/13/2016,3/16/2017,2016,6,12,1,2,2,0,1
10/1/2016,829,38,Female,C15,College,55313,6/9/2016,10/4/2016,2016,6,6,1,3,3,0,1
9/1/2016,830,27,Male,C3,Master,80746,7/20/2015,9/14/2016,2015,5,7,5,1,2,1,1
12/1/2016,831,32,Male,C2,Master,42588,7/21/2016,12/10/2016,2016,6,7,2,1,1,0,2
5/1/2016,836,41,Male,C29,College,63636,1/30/2015,5/18/2016,2015,5,1,5,2,2,0,1
2/1/2016,838,41,Female,C11,Master,52632,10/3/2015,2/10/2016,2015,5,10,1,1,1,0,1
1/1/2017,839,47,Male,C16,College,53383,8/8/2016,1/2/2017,2016,6,8,2,2,2,0,1
11/1/2017,841,33,Female,C20,Bachelor,58199,8/9/2017,11/7/2017,2017,7,8,1,2,2,0,1
2/1/2017,842,37,Male,C18,Bachelor,121419,7/26/2012,2/22/2017,2012,2,7,18,1,4,3,2
7/1/2017,843,30,Female,C15,Bachelor,56035,2/20/2015,7/4/2017,2015,5,2,10,1,2,1,1
12/1/2016,844,31,Male,C26,College,21212,8/15/2016,12/5/2016,2016,6,8,1,1,1,0,1
12/1/2017,845,46,Male,C28,Bachelor,22019,5/30/2017,12/11/2017,2017,7,5,2,2,2,0,2
3/1/2017,847,30,Male,C12,Bachelor,40409,9/26/2016,3/13/2017,2016,6,9,2,2,2,0,1
11/1/2017,849,33,Female,C20,Bachelor,77903,7/10/2017,11/10/2017,2017,7,7,1,3,3,0,3
6/1/2017,850,36,Male,C1,Master,113038,6/21/2012,6/2/2017,2012,2,6,20,2,4,2,1
2/1/2016,851,34,Male,C13,Bachelor,39131,11/30/2015,2/5/2016,2015,5,11,1,1,1,0,1
6/1/2017,852,23,Male,C21,Bachelor,70731,4/4/2017,6/12/2017,2017,7,4,1,2,2,0,1
12/1/2017,853,33,Female,C13,College,29584,8/15/2017,12/4/2017,2017,7,8,1,2,2,0,1
8/1/2017,855,35,Male,C17,College,83524,5/9/2017,7/29/2017,2017,7,5,1,2,2,0,1
1/1/2017,856,37,Female,C22,College,87661,4/26/2013,1/20/2017,2013,3,4,15,1,3,2,1
10/1/2017,858,37,Male,C21,Bachelor,75541,5/17/2017,10/11/2017,2017,7,5,2,2,2,0,1
5/1/2016,859,23,Male,C17,Master,26151,1/5/2016,5/25/2016,2016,6,1,2,1,1,0,1
2/1/2016,860,38,Male,C20,College,45269,7/3/2015,2/25/2016,2015,5,7,3,1,1,0,1
1/1/2017,863,32,Female,C29,Master,40295,8/24/2016,12/30/2016,2016,6,8,1,1,1,0,1
9/1/2016,864,36,Female,C27,Bachelor,91602,6/20/2016,8/31/2016,2016,6,6,1,2,4,2,1
7/1/2016,866,47,Male,C2,College,29151,2/9/2016,7/27/2016,2016,6,2,2,1,1,0,1
4/1/2016,868,24,Female,C28,College,34497,12/7/2015,4/13/2016,2015,5,12,1,2,2,0,1
7/1/2016,869,37,Male,C8,College,28575,12/8/2015,6/29/2016,2015,5,12,2,1,1,0,1
4/1/2017,871,37,Female,C27,College,52753,1/20/2017,3/30/2017,2017,7,1,1,2,2,0,1
1/1/2016,872,32,Male,C28,Master,19791,10/16/2015,1/1/2016,2015,5,10,1,1,1,0,1
8/1/2017,873,33,Female,C28,Master,134302,3/23/2016,7/29/2017,2016,6,3,5,1,4,3,3
7/1/2017,874,37,Male,C24,College,75133,4/14/2017,7/14/2017,2017,7,4,1,3,3,0,1
8/1/2016,876,22,Female,C25,College,39442,7/7/2015,8/8/2016,2015,5,7,4,1,2,1,1
1/1/2016,877,32,Male,C21,College,94770,8/8/2015,1/13/2016,2015,5,8,2,2,2,0,1
7/1/2016,879,38,Male,C8,College,55443,7/3/2015,6/30/2016,2015,5,7,4,1,2,1,1
3/1/2016,881,32,Male,C16,College,61069,6/4/2015,3/28/2016,2015,5,6,3,2,2,0,2
9/1/2017,882,31,Male,C13,College,94945,10/12/2010,9/20/2017,2010,0,10,28,2,4,2,1
2/1/2016,883,32,Male,C27,College,50863,10/19/2015,2/9/2016,2015,5,10,1,1,1,0,1
2/1/2016,886,36,Female,C2,Master,31954,9/23/2015,2/1/2016,2015,5,9,1,1,1,0,1
11/1/2017,887,25,Male,C14,Bachelor,23745,11/5/2016,10/30/2017,2016,6,11,4,1,1,0,1
8/1/2017,890,34,Female,C5,College,43463,7/8/2014,7/29/2017,2014,4,7,12,1,1,0,3
12/1/2016,892,35,Female,C3,College,51725,9/10/2014,12/13/2016,2014,4,9,9,2,2,0,3
3/1/2016,894,37,Male,C28,College,45342,1/5/2016,3/12/2016,2016,6,1,1,3,3,0,1
3/1/2017,895,31,Male,C14,Master,34868,9/13/2016,3/2/2017,2016,6,9,2,1,1,0,1
2/1/2016,896,32,Female,C18,Master,22680,8/21/2015,2/24/2016,2015,5,8,2,1,1,0,1
4/1/2016,897,51,Male,C4,Bachelor,38502,10/29/2015,3/29/2016,2015,5,10,2,1,1,0,1
3/1/2016,899,29,Male,C20,College,28565,6/16/2015,3/15/2016,2015,5,6,3,1,1,0,1
9/1/2016,901,32,Female,C8,Bachelor,41382,11/7/2015,9/22/2016,2015,5,11,4,2,2,0,1
11/1/2017,905,31,Male,C1,College,43831,7/31/2017,11/24/2017,2017,7,7,1,2,2,0,1
11/1/2016,907,36,Female,C20,Bachelor,39104,8/8/2016,11/9/2016,2016,6,8,1,1,1,0,1
